latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
33.23833,71.5134,306.06,0.46,0.47,2026-06-17,2042,N,nominal,2.0NRT,291.02,0.92,N
31.5971,76.55931,305.29,0.4,0.37,2026-06-17,2042,N,nominal,2.0NRT,292.06,0.9,N
31.59371,76.5587,319.81,0.4,0.37,2026-06-17,2042,N,nominal,2.0NRT,292.52,1.24,N
31.59032,76.55807,306.57,0.4,0.37,2026-06-17,2042,N,nominal,2.0NRT,291.66,1.24,N
31.32919,76.894,308.23,0.4,0.37,2026-06-17,2042,N,nominal,2.0NRT,289.16,2.24,N
29.6126,79.82291,298.53,0.41,0.37,2026-06-17,2042,N,nominal,2.0NRT,287.96,0.61,N
29.47404,79.83301,313.82,0.41,0.37,2026-06-17,2044,N,nominal,2.0NRT,290.64,1.58,N
28.87804,81.72025,301.71,0.48,0.4,2026-06-17,2044,N,nominal,2.0NRT,290.74,0.7,N
30.44667,70.56594,305.01,0.49,0.48,2026-06-17,2044,N,nominal,2.0NRT,293.43,0.99,N
28.53975,82.24068,302.39,0.52,0.41,2026-06-17,2044,N,nominal,2.0NRT,291.79,1.34,N
28.5389,82.24508,310.52,0.52,0.41,2026-06-17,2044,N,nominal,2.0NRT,290.91,0.97,N
28.53506,82.24454,301.75,0.52,0.41,2026-06-17,2044,N,nominal,2.0NRT,291.31,0.97,N
28.01431,82.96235,323.02,0.38,0.43,2026-06-17,2044,N,nominal,2.0NRT,292.79,1.83,N
28.01336,82.96706,310.54,0.38,0.43,2026-06-17,2044,N,nominal,2.0NRT,291.89,1.83,N
28.85299,77.14507,314.65,0.39,0.36,2026-06-17,2044,N,nominal,2.0NRT,293.87,0.88,N
28.65793,77.58823,307.97,0.38,0.36,2026-06-17,2044,N,nominal,2.0NRT,293.69,0.62,N
28.64904,77.55817,307.87,0.38,0.36,2026-06-17,2044,N,nominal,2.0NRT,293.35,0.32,N
28.744,76.9255,314.34,0.39,0.36,2026-06-17,2044,N,nominal,2.0NRT,293.72,1.41,N
29.38508,71.99819,306.63,0.39,0.44,2026-06-17,2044,N,nominal,2.0NRT,294.86,1.12,N
28.13272,76.89603,314.43,0.39,0.36,2026-06-17,2044,N,nominal,2.0NRT,293.65,1.27,N
27.03488,81.97142,321.17,0.53,0.42,2026-06-17,2044,N,nominal,2.0NRT,293.69,2.03,N
26.7588,83.1982,308.42,0.42,0.45,2026-06-17,2044,N,nominal,2.0NRT,294.79,1.97,N
27.6667,76.1306,312.06,0.39,0.36,2026-06-17,2044,N,nominal,2.0NRT,294.98,2.16,N
27.37354,77.69199,313.63,0.39,0.36,2026-06-17,2044,N,nominal,2.0NRT,295.9,1.83,N
28.41829,68.72098,319.72,0.6,0.53,2026-06-17,2044,N,nominal,2.0NRT,296.42,2.86,N
28.41709,68.72089,319.77,0.59,0.53,2026-06-17,2044,N,nominal,2.0NRT,296.36,2.5,N
28.27987,68.94101,317.58,0.57,0.52,2026-06-17,2044,N,nominal,2.0NRT,296.19,2.47,N
28.21607,69.19912,313.02,0.55,0.51,2026-06-17,2044,N,nominal,2.0NRT,296.67,0.95,N
28.2219,68.10291,317.6,0.32,0.55,2026-06-17,2044,N,nominal,2.0NRT,295.33,0.86,N
28.21681,68.10231,326.54,0.32,0.55,2026-06-17,2044,N,nominal,2.0NRT,295.74,1.74,N
26.64213,79.47924,306.9,0.42,0.38,2026-06-17,2044,N,nominal,2.0NRT,293.52,3.04,N
28.164,68.02818,306.96,0.33,0.55,2026-06-17,2044,N,nominal,2.0NRT,294.7,0.38,N
27.2885,73.84028,310.41,0.46,0.39,2026-06-17,2044,N,nominal,2.0NRT,297.31,1.13,N
27.94154,68.03378,316.67,0.32,0.55,2026-06-17,2044,N,nominal,2.0NRT,294.51,1.01,N
26.87928,73.51536,307.44,0.47,0.39,2026-06-17,2044,N,nominal,2.0NRT,296.35,0.82,N
26.87564,73.51476,307.47,0.47,0.39,2026-06-17,2044,N,nominal,2.0NRT,296.1,0.82,N
26.60487,73.68285,307.08,0.46,0.39,2026-06-17,2044,N,nominal,2.0NRT,296.26,1.08,N
26.27096,74.18948,310.99,0.43,0.38,2026-06-17,2044,N,nominal,2.0NRT,297.13,2.25,N
26.25906,74.0938,311.26,0.44,0.38,2026-06-17,2044,N,nominal,2.0NRT,296.61,0.87,N
23.80344,86.32664,303.24,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,272.16,0.57,N
23.80264,86.33015,298.85,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,271.84,0.57,N
23.79776,86.35172,305.19,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,274.14,1.56,N
23.77345,86.36047,301.86,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,274.53,0.78,N
23.76607,86.39278,304.41,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,276.96,2.63,N
23.76443,86.39996,309.44,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,275.48,0.91,N
23.76362,86.40349,303.2,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,274.65,0.91,N
23.75915,86.39859,305.28,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,275.33,0.91,N
23.75834,86.40213,304.61,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,274.45,0.91,N
23.55904,87.2354,300.56,0.42,0.61,2026-06-17,2044,N,nominal,2.0NRT,268.24,0.77,N
23.55809,87.23945,301.54,0.42,0.61,2026-06-17,2044,N,nominal,2.0NRT,267.26,0.77,N
23.74029,86.43192,302.63,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,266.61,0.52,N
23.735,86.43054,295.64,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,266.93,0.67,N
23.78059,86.20786,327.77,0.36,0.57,2026-06-17,2044,N,nominal,2.0NRT,275.12,2.48,N
23.71409,86.44809,298.44,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,266.7,0.58,N
23.73721,86.43197,306.0,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,267.33,1.2,N
23.7813,86.2086,324.18,0.36,0.57,2026-06-17,2044,N,nominal,2.0NRT,274.61,2.38,N
23.78208,86.20506,301.63,0.36,0.57,2026-06-17,2044,N,nominal,2.0NRT,274.47,2.03,N
23.77606,86.20731,300.06,0.36,0.57,2026-06-17,2044,N,nominal,2.0NRT,273.25,0.75,N
23.67773,86.08537,301.81,0.36,0.57,2026-06-17,2044,N,nominal,2.0NRT,276.35,0.97,N
23.79044,85.54993,306.83,0.33,0.55,2026-06-17,2044,N,nominal,2.0NRT,284.73,1.35,N
23.62709,85.67365,307.27,0.34,0.56,2026-06-17,2044,N,nominal,2.0NRT,268.94,0.77,N
24.20454,82.70958,310.1,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,289.35,3.43,N
24.18493,82.65792,308.41,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,288.97,3.56,N
24.17827,82.64739,311.95,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,289.19,2.95,N
24.16487,82.69273,310.48,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,287.68,2.36,N
24.17084,82.61893,305.87,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,287.69,1.81,N
24.14028,82.74975,305.25,0.44,0.46,2026-06-17,2044,N,nominal,2.0NRT,285.94,2.64,N
24.16177,82.59882,312.99,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,288.21,3.34,N
24.1541,82.63713,307.49,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,288.16,2.31,N
24.14057,82.70453,308.97,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,287.82,2.97,N
24.15346,82.59678,307.04,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,288.55,3.23,N
22.87495,86.06069,312.83,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,286.33,1.43,N
22.85916,86.05652,306.84,0.37,0.58,2026-06-17,2044,N,nominal,2.0NRT,285.96,0.78,N
22.79744,86.2047,312.16,0.38,0.58,2026-06-17,2044,N,nominal,2.0NRT,286.13,2.32,N
22.78684,86.20175,309.55,0.38,0.58,2026-06-17,2044,N,nominal,2.0NRT,287.78,3.55,N
22.78601,86.20535,310.21,0.38,0.58,2026-06-17,2044,N,nominal,2.0NRT,287.74,2.75,N
22.79563,86.20543,316.98,0.38,0.58,2026-06-17,2044,N,nominal,2.0NRT,286.88,3.46,N
22.78502,86.20246,314.84,0.38,0.58,2026-06-17,2044,N,nominal,2.0NRT,287.77,2.66,N
22.37825,87.27779,321.13,0.45,0.63,2026-06-17,2044,N,nominal,2.0NRT,289.87,7.33,N
22.36747,87.29797,308.48,0.45,0.63,2026-06-17,2044,N,nominal,2.0NRT,285.91,3.25,N
22.3663,87.01635,315.33,0.43,0.62,2026-06-17,2044,N,nominal,2.0NRT,289.87,6.09,N
22.05752,88.12337,311.56,0.51,0.66,2026-06-17,2044,N,nominal,2.0NRT,288.59,2.66,N
22.05149,88.1217,305.97,0.51,0.66,2026-06-17,2044,N,nominal,2.0NRT,288.2,2.1,N
23.06587,83.04781,306.64,0.48,0.48,2026-06-17,2044,N,nominal,2.0NRT,288.53,1.27,N
23.16965,82.34404,306.1,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,288.62,1.49,N
23.16628,82.33893,330.22,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,289.45,2.58,N
23.16711,82.33472,307.98,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,288.68,2.58,N
23.16546,82.34313,313.49,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,288.57,2.39,N
23.16294,82.33367,313.76,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,288.91,2.58,N
21.76706,84.0191,309.46,0.58,0.52,2026-06-17,2044,N,nominal,2.0NRT,283.28,4.13,N
22.15403,82.09551,299.19,0.43,0.46,2026-06-17,2044,N,nominal,2.0NRT,278.94,0.53,N
21.75636,84.02235,304.64,0.58,0.52,2026-06-17,2044,N,nominal,2.0NRT,282.11,1.79,N
21.75791,84.02179,304.82,0.58,0.52,2026-06-17,2044,N,nominal,2.0NRT,283.29,1.12,N
21.00158,86.02506,297.54,0.4,0.6,2026-06-17,2044,N,nominal,2.0NRT,275.69,1.11,N
21.80351,82.03967,302.29,0.44,0.46,2026-06-17,2044,N,nominal,2.0NRT,280.51,0.73,N
20.98224,85.13109,322.88,0.35,0.57,2026-06-17,2044,N,nominal,2.0NRT,277.93,1.52,N
20.9815,85.13448,307.44,0.35,0.57,2026-06-17,2044,N,nominal,2.0NRT,278.46,2.07,N
20.97708,85.12977,300.39,0.35,0.57,2026-06-17,2044,N,nominal,2.0NRT,270.86,1.52,N
20.95918,85.00915,307.55,0.35,0.56,2026-06-17,2044,N,nominal,2.0NRT,285.63,1.6,N
20.88951,84.98085,306.71,0.35,0.56,2026-06-17,2044,N,nominal,2.0NRT,274.22,0.79,N
20.8844,84.97949,297.5,0.35,0.56,2026-06-17,2044,N,nominal,2.0NRT,273.46,0.44,N
20.88367,84.9828,296.66,0.35,0.56,2026-06-17,2044,N,nominal,2.0NRT,273.08,0.64,N
20.88961,84.97954,302.64,0.35,0.56,2026-06-17,2044,N,nominal,2.0NRT,274.42,1.14,N
20.8889,84.9829,304.63,0.35,0.56,2026-06-17,2044,N,nominal,2.0NRT,273.23,1.07,N
20.88379,84.9815,300.26,0.35,0.56,2026-06-17,2044,N,nominal,2.0NRT,272.5,0.95,N
20.86629,84.98744,298.25,0.35,0.56,2026-06-17,2044,N,nominal,2.0NRT,266.71,1.04,N
23.43015,69.22895,308.96,0.48,0.48,2026-06-17,2044,N,nominal,2.0NRT,296.17,0.84,N
21.23405,79.62829,308.04,0.49,0.4,2026-06-17,2046,N,nominal,2.0NRT,289.58,1.8,N
21.25004,79.20864,300.84,0.47,0.4,2026-06-17,2046,N,nominal,2.0NRT,259.27,1.84,N
22.32116,69.87794,314.73,0.43,0.46,2026-06-17,2046,N,nominal,2.0NRT,295.4,1.9,N
22.41722,69.03689,308.67,0.48,0.48,2026-06-17,2046,N,nominal,2.0NRT,294.23,2.92,N
21.10707,72.64661,332.92,0.45,0.39,2026-06-17,2046,N,nominal,2.0NRT,295.94,6.15,N
21.10473,72.63746,331.3,0.45,0.39,2026-06-17,2046,N,nominal,2.0NRT,296.07,3.92,N
21.10351,72.64604,318.57,0.45,0.39,2026-06-17,2046,N,nominal,2.0NRT,295.11,3.67,N
21.1029,72.65033,319.41,0.45,0.39,2026-06-17,2046,N,nominal,2.0NRT,294.54,3.67,N
21.10229,72.65462,318.77,0.45,0.39,2026-06-17,2046,N,nominal,2.0NRT,291.78,4.56,N
21.10117,72.63689,322.09,0.45,0.39,2026-06-17,2046,N,nominal,2.0NRT,295.44,3.92,N
21.10178,72.63258,309.63,0.45,0.39,2026-06-17,2046,N,nominal,2.0NRT,295.07,6.22,N
20.57449,74.5344,329.51,0.39,0.36,2026-06-17,2046,N,nominal,2.0NRT,291.42,2.83,N
20.90987,71.46069,307.67,0.5,0.41,2026-06-17,2046,N,nominal,2.0NRT,293.99,0.61,N
20.3557,72.94672,313.09,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,294.84,3.3,N
19.31849,79.24483,300.11,0.5,0.41,2026-06-17,2046,N,nominal,2.0NRT,273.86,1.07,N
20.31428,72.97904,308.55,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,295.05,3.42,N
19.8552,75.51839,306.25,0.38,0.36,2026-06-17,2046,N,nominal,2.0NRT,279.63,0.67,N
19.93737,73.7134,319.33,0.4,0.37,2026-06-17,2046,N,nominal,2.0NRT,285.13,1.49,N
19.40249,72.86974,307.87,0.42,0.38,2026-06-17,2046,N,nominal,2.0NRT,293.47,2.2,N
19.37248,71.35507,331.24,0.49,0.4,2026-06-17,2046,N,nominal,2.0NRT,296.71,6.98,N
19.36875,71.3545,331.37,0.49,0.4,2026-06-17,2046,N,nominal,2.0NRT,294.41,5.72,N
19.27845,71.42418,308.97,0.48,0.4,2026-06-17,2046,N,nominal,2.0NRT,296.18,1.25,N
18.77373,74.32159,330.25,0.39,0.36,2026-06-17,2046,N,nominal,2.0NRT,284.74,3.31,N
19.17853,70.94462,311.15,0.51,0.41,2026-06-17,2046,N,nominal,2.0NRT,295.74,3.33,N
18.77019,73.75171,301.7,0.4,0.37,2026-06-17,2046,N,nominal,2.0NRT,274.42,0.31,N
18.59289,74.24597,309.0,0.39,0.36,2026-06-17,2046,N,nominal,2.0NRT,287.58,0.93,N
18.69121,73.04003,306.65,0.41,0.37,2026-06-17,2046,N,nominal,2.0NRT,290.73,3.21,N
18.6921,73.0414,305.59,0.41,0.37,2026-06-17,2046,N,nominal,2.0NRT,289.62,3.59,N
18.68699,73.02855,312.33,0.41,0.37,2026-06-17,2046,N,nominal,2.0NRT,292.19,2.83,N
18.68641,73.03246,317.34,0.41,0.37,2026-06-17,2046,N,nominal,2.0NRT,292.06,2.83,N
18.68524,73.04028,317.77,0.41,0.37,2026-06-17,2046,N,nominal,2.0NRT,292.45,3.35,N
18.68239,73.0358,324.74,0.41,0.37,2026-06-17,2046,N,nominal,2.0NRT,292.88,3.35,N
15.33913,76.27809,327.86,0.41,0.37,2026-06-17,2046,N,nominal,2.0NRT,291.03,2.42,N
15.33442,76.28516,311.8,0.42,0.37,2026-06-17,2046,N,nominal,2.0NRT,288.71,1.79,N
15.2255,76.76284,306.81,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,287.91,0.88,N
15.65834,73.99018,311.78,0.38,0.36,2026-06-17,2046,N,nominal,2.0NRT,287.23,0.96,N
15.18342,76.66603,314.17,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,287.44,2.4,N
15.18209,76.67399,304.59,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,287.05,2.29,N
15.18327,76.64552,332.87,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,288.09,3.53,N
15.1786,76.67335,333.47,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,287.29,2.29,N
15.1846,76.63758,305.99,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,287.66,2.4,N
15.17727,76.6813,311.66,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,287.24,2.38,N
15.17527,76.69323,306.85,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,287.77,0.7,N
15.17379,76.68066,321.83,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,286.47,2.75,N
15.17979,76.64487,305.9,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,287.49,1.3,N
15.17846,76.65282,306.71,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,288.91,1.53,N
15.17779,76.65679,316.72,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,289.81,1.53,N
15.17179,76.69256,307.01,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,286.61,0.73,N
15.17431,76.65616,311.13,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,289.01,1.53,N
15.16816,76.67139,306.85,0.43,0.38,2026-06-17,2046,N,nominal,2.0NRT,287.47,2.07,N
15.18531,76.31512,307.35,0.42,0.37,2026-06-17,2046,N,nominal,2.0NRT,286.95,0.95,N
24.13628,96.55235,332.7,0.63,0.54,2026-06-18,616,N,nominal,2.0NRT,282.87,5.79,D
9.36912,80.65501,334.78,0.45,0.39,2026-06-18,754,N,nominal,2.0NRT,292.79,4.17,D
9.36634,78.70288,338.32,0.39,0.44,2026-06-18,754,N,nominal,2.0NRT,295.62,2.81,D
11.90907,79.56569,331.37,0.48,0.4,2026-06-18,754,N,nominal,2.0NRT,297.5,2.39,D
12.07999,79.82906,338.68,0.46,0.39,2026-06-18,754,N,nominal,2.0NRT,297.85,4.98,D
13.21072,80.2648,331.71,0.43,0.38,2026-06-18,756,N,low,2.0NRT,289.55,5.34,D
14.03056,77.59357,343.59,0.38,0.43,2026-06-18,756,N,nominal,2.0NRT,298.3,10.5,D
14.02996,77.59006,339.36,0.38,0.43,2026-06-18,756,N,nominal,2.0NRT,297.81,3.26,D
14.83238,78.87392,334.5,0.48,0.4,2026-06-18,756,N,nominal,2.0NRT,301.13,1.16,D
14.9909,79.10245,346.67,0.46,0.39,2026-06-18,756,N,nominal,2.0NRT,301.65,4.9,D
15.04711,78.83506,331.15,0.48,0.4,2026-06-18,756,N,low,2.0NRT,302.67,3.98,D
15.41013,79.01022,339.7,0.46,0.39,2026-06-18,756,N,nominal,2.0NRT,303.51,5.4,D
15.18139,76.64492,334.54,0.42,0.45,2026-06-18,756,N,nominal,2.0NRT,297.47,5.61,D
15.1825,76.6445,336.53,0.42,0.45,2026-06-18,756,N,nominal,2.0NRT,297.54,3.15,D
15.19227,76.6745,331.51,0.42,0.45,2026-06-18,756,N,nominal,2.0NRT,297.15,3.83,D
15.3086,76.50311,336.57,0.42,0.46,2026-06-18,756,N,nominal,2.0NRT,296.93,3.12,D
15.26523,75.99657,330.91,0.46,0.47,2026-06-18,756,N,nominal,2.0NRT,289.07,4.5,D
16.1377,79.18179,332.41,0.45,0.39,2026-06-18,756,N,low,2.0NRT,301.73,4.59,D
15.84148,75.42189,333.18,0.49,0.48,2026-06-18,756,N,nominal,2.0NRT,299.97,2.12,D
16.19618,76.39626,332.02,0.42,0.45,2026-06-18,756,N,low,2.0NRT,303.18,3.43,D
16.76201,76.71442,337.22,0.39,0.44,2026-06-18,756,N,nominal,2.0NRT,306.68,2.61,D
16.93224,76.11759,334.89,0.42,0.45,2026-06-18,756,N,low,2.0NRT,306.0,2.46,D
17.54801,79.18136,338.16,0.43,0.38,2026-06-18,756,N,nominal,2.0NRT,299.14,4.95,D
17.67263,79.66821,336.85,0.41,0.37,2026-06-18,756,N,low,2.0NRT,294.51,5.81,D
16.99588,75.1853,332.25,0.48,0.48,2026-06-18,756,N,low,2.0NRT,303.06,2.83,D
17.69635,78.92023,338.23,0.44,0.38,2026-06-18,756,N,low,2.0NRT,302.5,7.14,D
17.86377,79.82883,337.77,0.41,0.37,2026-06-18,756,N,low,2.0NRT,303.43,4.69,D
17.36718,76.34203,338.89,0.4,0.44,2026-06-18,756,N,low,2.0NRT,310.74,6.43,D
17.09905,74.79195,332.11,0.51,0.49,2026-06-18,756,N,low,2.0NRT,302.25,0.73,D
17.72533,78.12208,331.61,0.48,0.4,2026-06-18,756,N,low,2.0NRT,303.66,1.68,D
18.06862,80.01239,331.83,0.4,0.37,2026-06-18,756,N,low,2.0NRT,303.12,1.77,D
18.17158,79.82968,350.2,0.41,0.37,2026-06-18,756,N,nominal,2.0NRT,305.19,11.51,D
17.87767,78.07152,331.69,0.48,0.4,2026-06-18,756,N,nominal,2.0NRT,301.69,0.86,D
17.60194,76.41666,347.01,0.39,0.44,2026-06-18,756,N,nominal,2.0NRT,310.38,10.44,D
18.0507,78.1198,334.42,0.47,0.4,2026-06-18,756,N,low,2.0NRT,305.47,3.45,D
18.27807,79.15569,340.32,0.43,0.38,2026-06-18,756,N,low,2.0NRT,304.6,10.56,D
18.28153,79.15505,337.24,0.43,0.38,2026-06-18,756,N,low,2.0NRT,301.68,6.73,D
18.16071,78.32592,332.42,0.46,0.39,2026-06-18,756,N,low,2.0NRT,303.88,3.88,D
18.14374,77.83418,339.48,0.49,0.4,2026-06-18,756,N,nominal,2.0NRT,308.03,5.19,D
18.40455,79.02527,339.04,0.43,0.38,2026-06-18,756,N,low,2.0NRT,301.93,14.92,D
17.96671,75.91526,339.93,0.42,0.45,2026-06-18,756,N,low,2.0NRT,310.02,7.83,D
17.81149,75.0466,336.05,0.47,0.48,2026-06-18,756,N,nominal,2.0NRT,305.17,2.99,D
17.81173,75.04774,336.59,0.47,0.48,2026-06-18,756,N,nominal,2.0NRT,304.49,3.98,D
19.09493,82.17149,341.84,0.39,0.36,2026-06-18,756,N,nominal,2.0NRT,297.04,4.76,D
18.55774,78.58046,334.16,0.44,0.39,2026-06-18,756,N,low,2.0NRT,304.33,5.7,D
18.16222,76.02908,342.98,0.41,0.45,2026-06-18,756,N,nominal,2.0NRT,310.5,6.38,D
18.70258,79.076,343.51,0.42,0.38,2026-06-18,756,N,nominal,2.0NRT,301.99,3.96,D
19.63588,82.74477,335.11,0.4,0.37,2026-06-18,756,N,nominal,2.0NRT,285.72,3.57,D
19.05831,78.00916,340.84,0.46,0.39,2026-06-18,756,N,low,2.0NRT,309.25,16.82,D
19.19318,78.16417,339.94,0.46,0.39,2026-06-18,756,N,low,2.0NRT,306.77,10.6,D
19.22344,78.2337,341.03,0.45,0.39,2026-06-18,756,N,low,2.0NRT,309.25,7.18,D
18.88495,76.27989,336.28,0.38,0.43,2026-06-18,756,N,low,2.0NRT,308.58,3.56,D
19.53276,79.22514,335.64,0.41,0.37,2026-06-18,756,N,low,2.0NRT,303.81,2.28,D
19.53205,79.22532,337.36,0.41,0.37,2026-06-18,756,N,low,2.0NRT,304.24,1.97,D
18.91706,74.90578,343.45,0.46,0.47,2026-06-18,756,N,nominal,2.0NRT,312.7,12.39,D
19.74117,79.3872,335.72,0.41,0.37,2026-06-18,756,N,nominal,2.0NRT,301.75,2.83,D
19.74054,79.38334,336.78,0.41,0.37,2026-06-18,756,N,nominal,2.0NRT,302.02,2.26,D
19.41473,76.65408,340.83,0.54,0.42,2026-06-18,756,N,nominal,2.0NRT,310.43,15.75,D
19.41657,76.65707,342.36,0.54,0.42,2026-06-18,756,N,nominal,2.0NRT,310.32,17.47,D
19.90451,79.29406,341.89,0.41,0.37,2026-06-18,756,N,low,2.0NRT,307.18,14.38,D
19.09203,74.68398,338.11,0.47,0.48,2026-06-18,756,N,nominal,2.0NRT,306.62,8.84,D
19.23718,75.33081,342.93,0.43,0.46,2026-06-18,756,N,nominal,2.0NRT,312.71,6.01,D
19.9637,79.33521,336.61,0.41,0.37,2026-06-18,756,N,low,2.0NRT,302.82,3.43,D
20.96687,86.01343,337.18,0.57,0.43,2026-06-18,756,N,nominal,2.0NRT,294.74,9.63,D
20.88782,84.98473,333.52,0.5,0.41,2026-06-18,756,N,nominal,2.0NRT,297.89,6.28,D
20.95705,85.01141,333.65,0.5,0.41,2026-06-18,756,N,nominal,2.0NRT,300.13,3.55,D
19.20315,73.79618,331.72,0.54,0.51,2026-06-18,756,N,low,2.0NRT,304.53,2.53,D
20.64453,82.14645,336.49,0.39,0.36,2026-06-18,756,N,nominal,2.0NRT,300.22,3.96,D
19.20142,73.79867,330.51,0.54,0.51,2026-06-18,756,N,low,2.0NRT,304.32,3.49,D
21.07951,85.04003,330.62,0.51,0.41,2026-06-18,756,N,nominal,2.0NRT,299.14,5.51,D
21.07888,85.03516,331.29,0.5,0.41,2026-06-18,756,N,nominal,2.0NRT,300.46,5.51,D
20.93143,83.65382,332.08,0.44,0.38,2026-06-18,758,N,nominal,2.0NRT,295.96,1.97,D
20.99154,83.80559,340.44,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,299.97,3.14,D
20.99097,83.80132,337.93,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,298.6,3.14,D
20.99509,83.80503,333.92,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,298.93,3.14,D
20.99452,83.80078,337.7,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,298.72,3.14,D
20.19114,78.49535,336.82,0.43,0.38,2026-06-18,758,N,nominal,2.0NRT,301.87,7.01,D
20.71107,81.72266,336.02,0.39,0.36,2026-06-18,758,N,nominal,2.0NRT,301.49,3.02,D
21.02886,83.76077,333.86,0.44,0.38,2026-06-18,758,N,nominal,2.0NRT,300.89,3.2,D
21.03947,83.7591,338.2,0.44,0.38,2026-06-18,758,N,nominal,2.0NRT,299.71,4.44,D
21.04884,83.80111,332.18,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,295.66,2.15,D
21.04546,83.69765,333.8,0.44,0.38,2026-06-18,758,N,nominal,2.0NRT,297.84,1.26,D
21.08311,83.7871,341.66,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,299.44,5.69,D
21.08213,83.78796,331.46,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,298.27,5.03,D
21.08682,83.79595,335.2,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,298.9,3.09,D
21.09252,83.70396,348.36,0.44,0.38,2026-06-18,758,N,nominal,2.0NRT,298.24,3.94,D
21.09195,83.69973,330.87,0.44,0.38,2026-06-18,758,N,nominal,2.0NRT,298.46,3.94,D
21.09225,83.62227,337.29,0.44,0.38,2026-06-18,758,N,nominal,2.0NRT,297.53,3.31,D
21.11099,83.62791,335.68,0.44,0.38,2026-06-18,758,N,nominal,2.0NRT,296.83,1.55,D
21.17482,83.85673,330.4,0.45,0.39,2026-06-18,758,N,nominal,2.0NRT,297.77,0.79,D
21.19676,83.80515,331.96,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,298.53,2.59,D
21.21146,83.81234,337.87,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,299.97,3.76,D
21.21502,83.8118,356.39,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,300.44,8.8,D
21.23105,83.79622,337.55,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,298.51,5.02,D
21.23583,83.778,330.04,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,298.09,1.52,D
21.22839,83.69657,337.19,0.44,0.38,2026-06-18,758,N,nominal,2.0NRT,298.63,5.29,D
21.247,83.80689,336.54,0.44,0.39,2026-06-18,758,N,nominal,2.0NRT,300.69,4.71,D
21.24607,83.69381,335.96,0.44,0.38,2026-06-18,758,N,nominal,2.0NRT,299.49,2.52,D
